type,timestamp_ms,dist_m,anchor_addr,anchor_x,anchor_y,anchor_z,quality,rssi_dbm,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temp_c,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,confidence,pos_valid,imu_enable
IMU,157211,,,,,,,,-0.0169,-0.0618,9.7455,-0.0005,-0.0008,-0.0011,26.31,,,,,,,,,
IMU,157221,,,,,,,,-0.0199,-0.0593,9.7447,-0.0011,-0.0011,-0.0013,26.31,,,,,,,,,
IMU,157231,,,,,,,,-0.0141,-0.0560,9.7419,-0.0000,-0.0011,-0.0008,26.31,,,,,,,,,
IMU,157241,,,,,,,,-0.0160,-0.0585,9.7425,0.0005,-0.0008,-0.0011,26.31,,,,,,,,,
IMU,157252,,,,,,,,-0.0211,-0.0557,9.7486,0.0000,-0.0008,-0.0011,26.31,,,,,,,,,
IMU,157262,,,,,,,,-0.0177,-0.0590,9.7494,-0.0008,-0.0011,-0.0005,26.31,,,,,,,,,
IMU,157272,,,,,,,,-0.0100,-0.0546,9.7512,-0.0003,-0.0011,-0.0003,26.31,,,,,,,,,
IMU,157282,,,,,,,,-0.0046,-0.0582,9.7573,0.0000,-0.0008,-0.0008,26.31,,,,,,,,,
IMU,157292,,,,,,,,-0.0081,-0.0677,9.7579,0.0008,-0.0005,-0.0003,26.31,,,,,,,,,
IMU,157302,,,,,,,,-0.0166,-0.0594,9.7557,0.0005,-0.0013,-0.0011,26.31,,,,,,,,,
IMU,157312,,,,,,,,-0.0106,-0.0572,9.7572,0.0000,-0.0019,-0.0008,26.31,,,,,,,,,
IMU,157322,,,,,,,,-0.0087,-0.0584,9.7555,0.0000,-0.0013,-0.0013,26.31,,,,,,,,,
IMU,157332,,,,,,,,-0.0109,-0.0635,9.7510,-0.0003,-0.0005,-0.0013,26.31,,,,,,,,,
IMU,157342,,,,,,,,-0.0075,-0.0642,9.7464,-0.0003,-0.0005,-0.0005,26.31,,,,,,,,,
IMU,157352,,,,,,,,-0.0177,-0.0632,9.7456,0.0000,-0.0008,-0.0011,26.31,,,,,,,,,
IMU,157362,,,,,,,,-0.0165,-0.0588,9.7411,0.0003,-0.0005,-0.0011,26.31,,,,,,,,,
IMU,157372,,,,,,,,-0.0118,-0.0626,9.7399,0.0000,-0.0000,-0.0016,26.31,,,,,,,,,
IMU,157382,,,,,,,,-0.0085,-0.0606,9.7479,-0.0005,0.0000,-0.0011,26.31,,,,,,,,,
IMU,157392,,,,,,,,-0.0078,-0.0614,9.7492,0.0005,-0.0003,-0.0011,26.31,,,,,,,,,
IMU,157402,,,,,,,,-0.0093,-0.0632,9.7488,0.0003,-0.0005,-0.0008,26.31,,,,,,,,,
IMU,157412,,,,,,,,-0.0102,-0.0623,9.7500,-0.0005,-0.0000,-0.0011,26.31,,,,,,,,,
IMU,157422,,,,,,,,-0.0088,-0.0575,9.7407,0.0003,-0.0003,-0.0013,26.31,,,,,,,,,
IMU,157432,,,,,,,,-0.0141,-0.0557,9.7488,0.0005,-0.0013,-0.0005,26.31,,,,,,,,,
IMU,157442,,,,,,,,-0.0175,-0.0581,9.7546,0.0008,-0.0011,0.0011,26.31,,,,,,,,,
IMU,157452,,,,,,,,-0.0168,-0.0588,9.7482,0.0005,-0.0005,-0.0005,26.31,,,,,,,,,
IMU,157462,,,,,,,,-0.0172,-0.0632,9.7494,0.0000,-0.0008,-0.0011,26.31,,,,,,,,,
IMU,157472,,,,,,,,-0.0160,-0.0599,9.7471,-0.0005,-0.0008,-0.0008,26.31,,,,,,,,,
IMU,157482,,,,,,,,-0.0169,-0.0594,9.7470,0.0000,-0.0011,-0.0008,26.31,,,,,,,,,
IMU,157492,,,,,,,,-0.0099,-0.0525,9.7584,-0.0011,-0.0013,-0.0003,26.31,,,,,,,,,
IMU,157502,,,,,,,,-0.0049,-0.0498,9.7522,-0.0005,-0.0016,-0.0005,26.31,,,,,,,,,
IMU,157512,,,,,,,,-0.0165,-0.0525,9.7462,0.0000,-0.0005,-0.0013,26.31,,,,,,,,,
IMU,157522,,,,,,,,-0.0180,-0.0564,9.7462,0.0003,-0.0003,-0.0016,26.31,,,,,,,,,
IMU,157533,,,,,,,,-0.0147,-0.0638,9.7414,0.0003,-0.0008,-0.0008,26.31,,,,,,,,,
IMU,157543,,,,,,,,-0.0159,-0.0630,9.7482,0.0005,-0.0013,-0.0008,26.31,,,,,,,,,
IMU,157553,,,,,,,,-0.0190,-0.0644,9.7471,-0.0003,-0.0011,-0.0008,26.31,,,,,,,,,
IMU,157563,,,,,,,,-0.0207,-0.0663,9.7473,0.0000,-0.0013,-0.0005,26.31,,,,,,,,,
IMU,157573,,,,,,,,-0.0222,-0.0584,9.7548,-0.0005,-0.0013,-0.0008,26.31,,,,,,,,,
IMU,157583,,,,,,,,-0.0202,-0.0590,9.7516,-0.0005,-0.0011,-0.0011,26.31,,,,,,,,,
IMU,157593,,,,,,,,-0.0126,-0.0638,9.7482,-0.0003,-0.0005,-0.0011,26.31,,,,,,,,,
IMU,157603,,,,,,,,-0.0099,-0.0602,9.7504,-0.0005,-0.0011,-0.0013,26.31,,,,,,,,,
IMU,157613,,,,,,,,-0.0183,-0.0618,9.7489,-0.0005,-0.0008,-0.0013,26.31,,,,,,,,,
IMU,157623,,,,,,,,-0.0165,-0.0578,9.7446,-0.0005,-0.0008,-0.0008,26.31,,,,,,,,,
IMU,157633,,,,,,,,-0.0204,-0.0561,9.7519,-0.0003,-0.0005,-0.0008,26.31,,,,,,,,,
IMU,157643,,,,,,,,-0.0124,-0.0593,9.7534,-0.0003,-0.0011,-0.0011,26.31,,,,,,,,,
IMU,157653,,,,,,,,-0.0186,-0.0591,9.7519,-0.0005,-0.0005,-0.0008,26.31,,,,,,,,,
IMU,157663,,,,,,,,-0.0171,-0.0689,9.7425,-0.0008,-0.0005,-0.0011,26.31,,,,,,,,,
IMU,157673,,,,,,,,-0.0126,-0.0597,9.7500,0.0000,-0.0019,-0.0011,26.31,,,,,,,,,
IMU,157683,,,,,,,,-0.0139,-0.0576,9.7546,-0.0005,-0.0011,-0.0008,26.31,,,,,,,,,
IMU,157693,,,,,,,,-0.0190,-0.0585,9.7534,-0.0008,-0.0008,-0.0008,26.31,,,,,,,,,
IMU,157703,,,,,,,,-0.0241,-0.0545,9.7446,-0.0003,-0.0005,-0.0005,26.31,,,,,,,,,
IMU,157713,,,,,,,,-0.0241,-0.0620,9.7479,0.0003,-0.0005,-0.0008,26.31,,,,,,,,,
IMU,157723,,,,,,,,-0.0269,-0.0635,9.7510,0.0003,-0.0003,-0.0013,26.31,,,,,,,,,
IMU,157733,,,,,,,,-0.0196,-0.0633,9.7557,0.0005,-0.0016,-0.0013,26.31,,,,,,,,,
IMU,157743,,,,,,,,-0.0154,-0.0654,9.7528,0.0000,-0.0016,-0.0008,26.31,,,,,,,,,
IMU,157753,,,,,,,,-0.0193,-0.0599,9.7551,-0.0003,-0.0013,-0.0013,26.31,,,,,,,,,
IMU,157763,,,,,,,,-0.0192,-0.0543,9.7501,0.0000,-0.0011,-0.0013,26.31,,,,,,,,,
IMU,157773,,,,,,,,-0.0174,-0.0641,9.7480,0.0003,-0.0013,-0.0008,26.31,,,,,,,,,
IMU,157783,,,,,,,,-0.0254,-0.0657,9.7551,0.0000,-0.0011,-0.0013,26.31,,,,,,,,,
IMU,157793,,,,,,,,-0.0219,-0.0630,9.7552,0.0003,-0.0005,-0.0016,26.31,,,,,,,,,
IMU,157803,,,,,,,,-0.0198,-0.0632,9.7530,-0.0003,-0.0005,-0.0013,26.31,,,,,,,,,
IMU,157814,,,,,,,,-0.0150,-0.0527,9.7516,-0.0008,-0.0011,-0.0013,26.31,,,,,,,,,
IMU,157824,,,,,,,,-0.0141,-0.0549,9.7578,-0.0005,-0.0013,-0.0008,26.31,,,,,,,,,
IMU,157834,,,,,,,,-0.0195,-0.0626,9.7525,0.0000,-0.0013,-0.0005,26.31,,,,,,,,,
IMU,157844,,,,,,,,-0.0238,-0.0605,9.7503,-0.0003,-0.0011,-0.0008,26.31,,,,,,,,,
IMU,157854,,,,,,,,-0.0225,-0.0596,9.7507,-0.0003,-0.0008,-0.0008,26.31,,,,,,,,,
IMU,157864,,,,,,,,-0.0177,-0.0633,9.7513,-0.0005,-0.0005,-0.0011,26.31,,,,,,,,,
IMU,157874,,,,,,,,-0.0088,-0.0581,9.7483,0.0000,-0.0005,-0.0011,26.31,,,,,,,,,
IMU,157884,,,,,,,,-0.0132,-0.0585,9.7515,-0.0005,-0.0005,-0.0011,26.31,,,,,,,,,
IMU,157894,,,,,,,,-0.0198,-0.0582,9.7506,0.0000,-0.0005,-0.0005,26.31,,,,,,,,,
IMU,157904,,,,,,,,-0.0171,-0.0663,9.7479,0.0000,-0.0003,-0.0003,26.31,,,,,,,,,
IMU,157914,,,,,,,,-0.0109,-0.0602,9.7519,0.0000,-0.0003,-0.0011,26.31,,,,,,,,,
IMU,157924,,,,,,,,-0.0171,-0.0614,9.7510,0.0003,-0.0011,-0.0005,26.31,,,,,,,,,
IMU,157934,,,,,,,,-0.0232,-0.0617,9.7530,0.0003,-0.0013,-0.0005,26.31,,,,,,,,,
IMU,157944,,,,,,,,-0.0195,-0.0644,9.7593,0.0005,-0.0013,-0.0008,26.31,,,,,,,,,
IMU,157954,,,,,,,,-0.0186,-0.0647,9.7591,0.0003,-0.0019,-0.0005,26.31,,,,,,,,,
IMU,157964,,,,,,,,-0.0148,-0.0653,9.7512,0.0003,-0.0011,-0.0008,26.31,,,,,,,,,
IMU,157974,,,,,,,,-0.0150,-0.0645,9.7483,0.0003,-0.0003,-0.0013,26.31,,,,,,,,,
IMU,157984,,,,,,,,-0.0142,-0.0602,9.7453,-0.0003,-0.0011,-0.0011,26.31,,,,,,,,,
IMU,157994,,,,,,,,-0.0132,-0.0591,9.7509,-0.0003,-0.0008,-0.0016,26.31,,,,,,,,,
IMU,158004,,,,,,,,-0.0138,-0.0573,9.7537,0.0003,-0.0008,-0.0005,26.31,,,,,,,,,
IMU,158014,,,,,,,,-0.0205,-0.0608,9.7495,0.0003,-0.0008,-0.0005,26.31,,,,,,,,,
IMU,158024,,,,,,,,-0.0174,-0.0593,9.7444,0.0003,-0.0008,-0.0008,26.31,,,,,,,,,
IMU,158034,,,,,,,,-0.0157,-0.0588,9.7470,-0.0003,-0.0005,-0.0013,26.31,,,,,,,,,
IMU,158044,,,,,,,,-0.0166,-0.0656,9.7510,0.0000,-0.0008,-0.0019,26.31,,,,,,,,,
IMU,158054,,,,,,,,-0.0178,-0.0615,9.7491,0.0000,-0.0008,-0.0013,26.31,,,,,,,,,
IMU,158064,,,,,,,,-0.0148,-0.0572,9.7434,-0.0003,-0.0011,-0.0005,26.31,,,,,,,,,
IMU,158075,,,,,,,,-0.0148,-0.0606,9.7420,-0.0005,-0.0008,-0.0013,26.31,,,,,,,,,
IMU,158085,,,,,,,,-0.0121,-0.0644,9.7507,0.0000,-0.0003,-0.0008,26.31,,,,,,,,,
IMU,158095,,,,,,,,-0.0138,-0.0581,9.7563,-0.0003,-0.0008,-0.0005,26.31,,,,,,,,,
IMU,158105,,,,,,,,-0.0111,-0.0534,9.7615,0.0000,-0.0008,-0.0008,26.31,,,,,,,,,
IMU,158115,,,,,,,,-0.0154,-0.0594,9.7548,-0.0003,-0.0005,-0.0005,26.31,,,,,,,,,
IMU,158125,,,,,,,,-0.0240,-0.0534,9.7467,-0.0005,-0.0005,-0.0011,26.31,,,,,,,,,
IMU,158135,,,,,,,,-0.0186,-0.0570,9.7512,-0.0008,-0.0005,-0.0008,26.31,,,,,,,,,
IMU,158145,,,,,,,,-0.0192,-0.0582,9.7581,0.0000,-0.0003,-0.0008,26.31,,,,,,,,,
IMU,158155,,,,,,,,-0.0223,-0.0576,9.7563,0.0003,-0.0005,-0.0008,26.31,,,,,,,,,
IMU,158165,,,,,,,,-0.0181,-0.0567,9.7501,0.0005,-0.0011,-0.0005,26.31,,,,,,,,,
IMU,158175,,,,,,,,-0.0097,-0.0512,9.7494,0.0003,-0.0005,-0.0005,26.31,,,,,,,,,
IMU,158185,,,,,,,,-0.0106,-0.0485,9.7518,-0.0003,-0.0011,-0.0019,26.31,,,,,,,,,
IMU,158195,,,,,,,,-0.0144,-0.0494,9.7516,-0.0003,-0.0016,-0.0016,26.31,,,,,,,,,
IMU,158205,,,,,,,,-0.0166,-0.0587,9.7510,-0.0003,-0.0013,-0.0011,26.31,,,,,,,,,
IMU,158215,,,,,,,,-0.0153,-0.0666,9.7474,-0.0003,-0.0013,-0.0008,26.31,,,,,,,,,
IMU,158225,,,,,,,,-0.0213,-0.0635,9.7518,0.0003,-0.0013,-0.0011,26.31,,,,,,,,,
IMU,158235,,,,,,,,-0.0259,-0.0581,9.7470,0.0000,-0.0011,-0.0021,26.31,,,,,,,,,
IMU,158245,,,,,,,,-0.0201,-0.0540,9.7498,0.0000,-0.0005,-0.0013,26.31,,,,,,,,,
IMU,158255,,,,,,,,-0.0150,-0.0626,9.7507,0.0005,-0.0008,0.0000,26.31,,,,,,,,,
IMU,158265,,,,,,,,-0.0157,-0.0684,9.7554,0.0000,-0.0011,0.0003,26.31,,,,,,,,,
IMU,158275,,,,,,,,-0.0162,-0.0605,9.7513,-0.0003,-0.0011,-0.0000,26.31,,,,,,,,,
IMU,158285,,,,,,,,-0.0165,-0.0521,9.7530,-0.0008,-0.0008,-0.0008,26.31,,,,,,,,,
IMU,158295,,,,,,,,-0.0153,-0.0572,9.7467,-0.0005,-0.0005,0.0000,26.31,,,,,,,,,
IMU,158305,,,,,,,,-0.0105,-0.0651,9.7404,0.0000,-0.0005,-0.0008,26.31,,,,,,,,,
IMU,158315,,,,,,,,-0.0115,-0.0677,9.7486,0.0000,-0.0008,-0.0013,26.31,,,,,,,,,
IMU,158325,,,,,,,,-0.0192,-0.0555,9.7531,0.0000,-0.0011,-0.0005,26.31,,,,,,,,,
IMU,158335,,,,,,,,-0.0127,-0.0603,9.7455,0.0005,-0.0011,-0.0003,26.31,,,,,,,,,
IMU,158345,,,,,,,,-0.0075,-0.0606,9.7379,0.0003,-0.0011,-0.0003,26.31,,,,,,,,,
IMU,158356,,,,,,,,-0.0115,-0.0579,9.7479,0.0000,-0.0016,-0.0011,26.31,,,,,,,,,
IMU,158366,,,,,,,,-0.0201,-0.0588,9.7539,-0.0005,-0.0016,-0.0008,26.31,,,,,,,,,
IMU,158376,,,,,,,,-0.0163,-0.0588,9.7549,0.0003,-0.0011,-0.0013,26.31,,,,,,,,,
IMU,158386,,,,,,,,-0.0127,-0.0581,9.7512,-0.0003,-0.0003,-0.0013,26.31,,,,,,,,,
IMU,158396,,,,,,,,-0.0148,-0.0620,9.7494,0.0000,-0.0005,-0.0005,26.31,,,,,,,,,
IMU,158406,,,,,,,,-0.0165,-0.0539,9.7464,0.0000,-0.0008,-0.0003,26.31,,,,,,,,,
IMU,158416,,,,,,,,-0.0172,-0.0551,9.7518,-0.0005,-0.0013,-0.0013,26.31,,,,,,,,,
IMU,158426,,,,,,,,-0.0189,-0.0620,9.7501,-0.0003,-0.0016,-0.0019,26.31,,,,,,,,,
IMU,158436,,,,,,,,-0.0214,-0.0650,9.7582,0.0000,-0.0008,-0.0011,26.31,,,,,,,,,
IMU,158446,,,,,,,,-0.0150,-0.0545,9.7540,0.0003,-0.0005,-0.0003,26.31,,,,,,,,,
IMU,158456,,,,,,,,-0.0100,-0.0567,9.7516,0.0000,-0.0008,-0.0005,26.31,,,,,,,,,
IMU,158466,,,,,,,,-0.0135,-0.0561,9.7585,0.0003,-0.0013,-0.0003,26.31,,,,,,,,,
IMU,158476,,,,,,,,-0.0148,-0.0515,9.7495,0.0000,-0.0016,-0.0013,26.31,,,,,,,,,
IMU,158486,,,,,,,,-0.0193,-0.0448,9.7417,-0.0000,-0.0005,-0.0013,26.31,,,,,,,,,
IMU,158496,,,,,,,,-0.0142,-0.0557,9.7507,0.0000,-0.0005,-0.0016,26.31,,,,,,,,,
IMU,158506,,,,,,,,-0.0148,-0.0603,9.7563,0.0003,-0.0003,-0.0016,26.31,,,,,,,,,
IMU,158516,,,,,,,,-0.0108,-0.0618,9.7525,0.0000,-0.0003,-0.0013,26.31,,,,,,,,,
IMU,158526,,,,,,,,-0.0114,-0.0608,9.7528,-0.0005,-0.0003,-0.0013,26.31,,,,,,,,,
IMU,158536,,,,,,,,-0.0190,-0.0597,9.7497,0.0008,-0.0011,-0.0013,26.31,,,,,,,,,
IMU,158546,,,,,,,,-0.0169,-0.0542,9.7512,0.0003,0.0000,-0.0005,26.31,,,,,,,,,
IMU,158556,,,,,,,,-0.0139,-0.0593,9.7531,0.0000,-0.0003,-0.0011,26.31,,,,,,,,,
IMU,158566,,,,,,,,-0.0126,-0.0555,9.7497,0.0000,-0.0011,-0.0008,26.31,,,,,,,,,
IMU,158576,,,,,,,,-0.0163,-0.0608,9.7471,0.0000,-0.0013,-0.0005,26.31,,,,,,,,,
IMU,158586,,,,,,,,-0.0160,-0.0678,9.7468,-0.0005,-0.0008,-0.0003,26.33,,,,,,,,,
IMU,158596,,,,,,,,-0.0192,-0.0641,9.7477,-0.0008,-0.0011,-0.0005,26.33,,,,,,,,,
IMU,158606,,,,,,,,-0.0207,-0.0650,9.7444,-0.0003,-0.0008,-0.0003,26.33,,,,,,,,,
IMU,158616,,,,,,,,-0.0214,-0.0662,9.7462,0.0003,-0.0003,-0.0005,26.33,,,,,,,,,
IMU,158626,,,,,,,,-0.0138,-0.0584,9.7486,0.0003,-0.0011,-0.0003,26.33,,,,,,,,,
IMU,158637,,,,,,,,-0.0153,-0.0566,9.7563,0.0003,-0.0011,-0.0005,26.33,,,,,,,,,
IMU,158647,,,,,,,,-0.0201,-0.0599,9.7528,0.0003,-0.0008,-0.0011,26.33,,,,,,,,,
IMU,158657,,,,,,,,-0.0204,-0.0635,9.7501,0.0011,-0.0008,-0.0013,26.33,,,,,,,,,
IMU,158667,,,,,,,,-0.0142,-0.0668,9.7444,0.0003,-0.0008,-0.0016,26.33,,,,,,,,,
IMU,158677,,,,,,,,-0.0160,-0.0579,9.7536,-0.0003,-0.0011,-0.0011,26.33,,,,,,,,,
IMU,158687,,,,,,,,-0.0183,-0.0567,9.7567,-0.0003,-0.0008,-0.0011,26.33,,,,,,,,,
IMU,158697,,,,,,,,-0.0123,-0.0591,9.7510,0.0000,-0.0003,-0.0008,26.33,,,,,,,,,
IMU,158707,,,,,,,,-0.0178,-0.0524,9.7441,0.0003,-0.0008,-0.0008,26.33,,,,,,,,,
IMU,158717,,,,,,,,-0.0135,-0.0522,9.7480,0.0000,-0.0003,-0.0008,26.33,,,,,,,,,
IMU,158727,,,,,,,,-0.0142,-0.0579,9.7453,0.0003,-0.0005,-0.0005,26.33,,,,,,,,,
IMU,158737,,,,,,,,-0.0204,-0.0593,9.7446,0.0003,-0.0011,-0.0008,26.33,,,,,,,,,
IMU,158747,,,,,,,,-0.0105,-0.0558,9.7425,0.0000,-0.0011,-0.0011,26.33,,,,,,,,,
IMU,158757,,,,,,,,-0.0097,-0.0506,9.7410,-0.0003,-0.0005,-0.0005,26.33,,,,,,,,,
IMU,158767,,,,,,,,-0.0093,-0.0525,9.7432,0.0003,-0.0005,-0.0008,26.33,,,,,,,,,
IMU,158777,,,,,,,,-0.0094,-0.0605,9.7480,0.0005,-0.0005,-0.0013,26.33,,,,,,,,,
IMU,158787,,,,,,,,-0.0154,-0.0597,9.7470,0.0005,-0.0005,-0.0016,26.33,,,,,,,,,
IMU,158797,,,,,,,,-0.0183,-0.0645,9.7557,0.0005,-0.0005,-0.0016,26.33,,,,,,,,,
IMU,158807,,,,,,,,-0.0222,-0.0611,9.7567,0.0005,-0.0005,-0.0016,26.33,,,,,,,,,
IMU,158817,,,,,,,,-0.0190,-0.0572,9.7546,0.0005,-0.0005,-0.0013,26.33,,,,,,,,,
IMU,158827,,,,,,,,-0.0193,-0.0587,9.7504,-0.0003,-0.0008,-0.0008,26.33,,,,,,,,,
IMU,158837,,,,,,,,-0.0130,-0.0591,9.7518,-0.0000,-0.0005,-0.0013,26.33,,,,,,,,,
IMU,158847,,,,,,,,-0.0100,-0.0585,9.7479,-0.0003,-0.0005,-0.0008,26.33,,,,,,,,,
IMU,158857,,,,,,,,-0.0150,-0.0623,9.7476,-0.0003,-0.0008,-0.0005,26.33,,,,,,,,,
IMU,158867,,,,,,,,-0.0117,-0.0618,9.7468,0.0003,-0.0003,-0.0005,26.33,,,,,,,,,
IMU,158877,,,,,,,,-0.0160,-0.0545,9.7504,0.0000,-0.0005,-0.0011,26.33,,,,,,,,,
IMU,158887,,,,,,,,-0.0147,-0.0495,9.7516,0.0000,-0.0000,-0.0008,26.33,,,,,,,,,
IMU,158897,,,,,,,,-0.0142,-0.0531,9.7576,-0.0000,-0.0005,-0.0011,26.33,,,,,,,,,
IMU,158908,,,,,,,,-0.0174,-0.0621,9.7528,0.0000,-0.0013,-0.0008,26.33,,,,,,,,,
IMU,158918,,,,,,,,-0.0180,-0.0629,9.7530,0.0005,-0.0005,-0.0008,26.33,,,,,,,,,
IMU,158928,,,,,,,,-0.0222,-0.0543,9.7569,0.0008,-0.0013,-0.0008,26.33,,,,,,,,,
IMU,158938,,,,,,,,-0.0175,-0.0570,9.7491,0.0005,-0.0008,-0.0008,26.33,,,,,,,,,
IMU,158948,,,,,,,,-0.0159,-0.0609,9.7474,-0.0003,-0.0013,-0.0008,26.33,,,,,,,,,
IMU,158958,,,,,,,,-0.0150,-0.0554,9.7473,-0.0005,-0.0008,-0.0003,26.33,,,,,,,,,
IMU,158968,,,,,,,,-0.0199,-0.0528,9.7495,0.0000,-0.0008,-0.0011,26.33,,,,,,,,,
IMU,158978,,,,,,,,-0.0124,-0.0585,9.7462,0.0000,-0.0008,-0.0011,26.33,,,,,,,,,
IMU,158988,,,,,,,,-0.0168,-0.0563,9.7482,0.0003,-0.0013,0.0000,26.33,,,,,,,,,
IMU,158998,,,,,,,,-0.0168,-0.0579,9.7497,0.0008,-0.0013,0.0003,26.33,,,,,,,,,
IMU,159008,,,,,,,,-0.0163,-0.0602,9.7476,0.0011,-0.0008,-0.0005,26.33,,,,,,,,,
IMU,159018,,,,,,,,-0.0172,-0.0612,9.7468,0.0003,-0.0011,-0.0013,26.33,,,,,,,,,
IMU,159028,,,,,,,,-0.0177,-0.0552,9.7417,-0.0003,-0.0011,-0.0011,26.33,,,,,,,,,
IMU,159038,,,,,,,,-0.0178,-0.0638,9.7461,0.0003,-0.0011,-0.0003,26.33,,,,,,,,,
IMU,159048,,,,,,,,-0.0159,-0.0645,9.7483,0.0003,-0.0005,-0.0008,26.33,,,,,,,,,
IMU,159058,,,,,,,,-0.0186,-0.0639,9.7497,-0.0003,-0.0005,-0.0013,26.33,,,,,,,,,
IMU,159068,,,,,,,,-0.0195,-0.0593,9.7498,-0.0005,-0.0008,-0.0005,26.33,,,,,,,,,
IMU,159078,,,,,,,,-0.0198,-0.0609,9.7542,-0.0005,-0.0011,-0.0005,26.33,,,,,,,,,
IMU,159088,,,,,,,,-0.0160,-0.0608,9.7527,0.0000,-0.0008,-0.0005,26.33,,,,,,,,,
IMU,159098,,,,,,,,-0.0135,-0.0564,9.7518,0.0000,-0.0005,-0.0011,26.33,,,,,,,,,
IMU,159108,,,,,,,,-0.0129,-0.0530,9.7512,0.0003,-0.0013,-0.0011,26.33,,,,,,,,,
IMU,159118,,,,,,,,-0.0141,-0.0612,9.7485,-0.0003,-0.0008,-0.0016,26.33,,,,,,,,,
IMU,159128,,,,,,,,-0.0162,-0.0599,9.7476,-0.0003,-0.0008,-0.0016,26.33,,,,,,,,,
IMU,159138,,,,,,,,-0.0097,-0.0542,9.7479,-0.0005,-0.0011,-0.0008,26.33,,,,,,,,,
IMU,159148,,,,,,,,-0.0121,-0.0546,9.7474,-0.0011,-0.0016,-0.0005,26.33,,,,,,,,,
IMU,159158,,,,,,,,-0.0169,-0.0585,9.7476,-0.0003,-0.0005,-0.0011,26.33,,,,,,,,,
IMU,159168,,,,,,,,-0.0181,-0.0602,9.7446,-0.0000,-0.0008,-0.0013,26.33,,,,,,,,,
IMU,159179,,,,,,,,-0.0153,-0.0657,9.7494,0.0005,-0.0003,-0.0013,26.33,,,,,,,,,
IMU,159189,,,,,,,,-0.0126,-0.0578,9.7524,-0.0003,-0.0008,-0.0011,26.33,,,,,,,,,
IMU,159199,,,,,,,,-0.0115,-0.0584,9.7594,-0.0000,-0.0005,-0.0016,26.33,,,,,,,,,
IMU,159209,,,,,,,,-0.0118,-0.0618,9.7545,-0.0000,-0.0003,-0.0011,26.33,,,,,,,,,
IMU,159219,,,,,,,,-0.0112,-0.0621,9.7449,0.0000,-0.0005,-0.0011,26.33,,,,,,,,,
IMU,159229,,,,,,,,-0.0127,-0.0569,9.7441,0.0005,-0.0003,-0.0008,26.33,,,,,,,,,
IMU,159239,,,,,,,,-0.0196,-0.0531,9.7462,0.0000,-0.0008,-0.0005,26.33,,,,,,,,,
IMU,159249,,,,,,,,-0.0207,-0.0639,9.7443,0.0003,-0.0008,-0.0003,26.33,,,,,,,,,
IMU,159259,,,,,,,,-0.0177,-0.0639,9.7482,0.0003,-0.0008,-0.0005,26.33,,,,,,,,,
IMU,159269,,,,,,,,-0.0103,-0.0651,9.7524,-0.0003,-0.0008,-0.0005,26.33,,,,,,,,,
IMU,159279,,,,,,,,-0.0147,-0.0596,9.7447,-0.0003,-0.0005,-0.0008,26.33,,,,,,,,,
IMU,159289,,,,,,,,-0.0126,-0.0572,9.7444,-0.0005,-0.0003,-0.0005,26.33,,,,,,,,,
IMU,159299,,,,,,,,-0.0162,-0.0545,9.7459,-0.0005,-0.0013,-0.0005,26.33,,,,,,,,,
IMU,159309,,,,,,,,-0.0130,-0.0585,9.7459,0.0003,-0.0011,-0.0003,26.33,,,,,,,,,
IMU,159319,,,,,,,,-0.0097,-0.0573,9.7440,0.0003,-0.0008,-0.0005,26.33,,,,,,,,,
IMU,159329,,,,,,,,-0.0159,-0.0630,9.7474,0.0000,-0.0008,-0.0003,26.33,,,,,,,,,
IMU,159339,,,,,,,,-0.0193,-0.0647,9.7500,-0.0003,-0.0008,-0.0008,26.33,,,,,,,,,
IMU,159349,,,,,,,,-0.0183,-0.0597,9.7480,0.0000,0.0000,-0.0019,26.33,,,,,,,,,
IMU,159359,,,,,,,,-0.0162,-0.0581,9.7455,0.0008,-0.0008,-0.0011,26.33,,,,,,,,,
IMU,159369,,,,,,,,-0.0150,-0.0569,9.7441,0.0003,-0.0008,-0.0013,26.33,,,,,,,,,
IMU,159379,,,,,,,,-0.0154,-0.0572,9.7468,-0.0003,-0.0005,-0.0019,26.33,,,,,,,,,
IMU,159389,,,,,,,,-0.0117,-0.0546,9.7473,-0.0005,-0.0003,-0.0024,26.33,,,,,,,,,
IMU,159399,,,,,,,,-0.0097,-0.0551,9.7441,-0.0003,-0.0011,-0.0011,26.33,,,,,,,,,
IMU,159409,,,,,,,,-0.0142,-0.0584,9.7491,0.0000,-0.0011,-0.0011,26.33,,,,,,,,,
IMU,159419,,,,,,,,-0.0174,-0.0585,9.7504,0.0008,-0.0011,-0.0011,26.33,,,,,,,,,
IMU,159429,,,,,,,,-0.0201,-0.0606,9.7450,0.0000,-0.0011,0.0003,26.33,,,,,,,,,
IMU,159439,,,,,,,,-0.0168,-0.0551,9.7443,-0.0003,-0.0013,-0.0003,26.33,,,,,,,,,
IMU,159449,,,,,,,,-0.0144,-0.0584,9.7501,0.0000,-0.0013,-0.0013,26.33,,,,,,,,,
IMU,159460,,,,,,,,-0.0201,-0.0590,9.7461,-0.0003,-0.0008,-0.0019,26.33,,,,,,,,,
