type,timestamp_ms,dist_m,anchor_addr,anchor_x,anchor_y,anchor_z,quality,rssi_dbm,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temp_c,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,confidence,pos_valid,imu_enable
IMU,5222,,,,,,,,0.0352,-0.0584,9.7546,-0.0003,-0.0011,-0.0011,7.28,,,,,,,,,
IMU,5241,,,,,,,,0.0434,-0.0579,9.7500,0.0000,-0.0008,-0.0011,7.28,,,,,,,,,
IMU,5259,,,,,,,,0.0299,-0.0705,9.7572,-0.0005,-0.0011,-0.0005,7.28,,,,,,,,,
IMU,5277,,,,,,,,0.0404,-0.0537,9.7443,-0.0008,-0.0016,-0.0008,7.28,,,,,,,,,
IMU,5295,,,,,,,,0.0406,-0.0627,9.7528,-0.0003,-0.0011,-0.0005,7.28,,,,,,,,,
IMU,5314,,,,,,,,0.0401,-0.0630,9.7578,-0.0003,-0.0005,-0.0011,7.28,,,,,,,,,
IMU,5348,,,,,,,,0.0504,-0.0558,9.7558,0.0005,-0.0008,-0.0008,7.28,,,,,,,,,
IMU,5398,,,,,,,,0.0452,-0.0558,9.7473,-0.0005,-0.0005,-0.0008,7.28,,,,,,,,,
IMU,5448,,,,,,,,0.0473,-0.0695,9.7600,-0.0003,-0.0011,-0.0019,7.28,,,,,,,,,
IMU,5498,,,,,,,,0.0392,-0.0639,9.7536,0.0003,-0.0013,-0.0011,7.28,,,,,,,,,
IMU,5549,,,,,,,,0.0302,-0.0564,9.7455,-0.0003,-0.0013,-0.0011,7.28,,,,,,,,,
IMU,5599,,,,,,,,0.0394,-0.0573,9.7542,0.0000,-0.0005,-0.0003,7.28,,,,,,,,,
IMU,5649,,,,,,,,0.0530,-0.0476,9.7543,-0.0003,-0.0008,-0.0011,7.28,,,,,,,,,
IMU,5699,,,,,,,,0.0401,-0.0751,9.7503,-0.0008,-0.0003,-0.0016,7.28,,,,,,,,,
IMU,5749,,,,,,,,0.0528,-0.0701,9.7518,0.0005,0.0003,0.0000,7.28,,,,,,,,,
IMU,5799,,,,,,,,0.0296,-0.0251,9.7519,0.0000,-0.0011,-0.0011,7.28,,,,,,,,,
IMU,5850,,,,,,,,0.0334,-0.0719,9.7593,-0.0005,-0.0013,-0.0003,7.28,,,,,,,,,
IMU,5900,,,,,,,,0.0534,-0.0537,9.7537,0.0000,-0.0008,-0.0008,7.28,,,,,,,,,
IMU,5950,,,,,,,,0.0358,-0.0744,9.7510,-0.0005,-0.0003,-0.0016,7.28,,,,,,,,,
IMU,6000,,,,,,,,0.0141,-0.0409,9.7546,0.0003,-0.0003,0.0011,7.28,,,,,,,,,
IMU,6050,,,,,,,,0.0467,-0.0364,9.7515,-0.0005,-0.0013,-0.0016,23.35,,,,,,,,,
IMU,6101,,,,,,,,0.0430,-0.0844,9.7609,0.0005,0.0000,-0.0013,23.35,,,,,,,,,
IMU,6151,,,,,,,,0.0425,-0.0603,9.7494,0.0003,-0.0003,0.0003,23.35,,,,,,,,,
IMU,6201,,,,,,,,0.0436,-0.0513,9.7501,0.0005,-0.0008,0.0000,23.35,,,,,,,,,
IMU,6251,,,,,,,,0.0436,-0.0361,9.7519,0.0003,-0.0005,-0.0013,23.35,,,,,,,,,
IMU,6301,,,,,,,,0.0446,-0.0630,9.7627,-0.0005,-0.0008,-0.0005,23.35,,,,,,,,,
IMU,6351,,,,,,,,0.0461,-0.0843,9.7534,-0.0003,-0.0005,-0.0008,23.35,,,,,,,,,
IMU,6402,,,,,,,,0.0370,-0.0485,9.7582,0.0008,-0.0005,0.0000,23.35,,,,,,,,,
IMU,6452,,,,,,,,0.0304,-0.0581,9.7473,-0.0008,-0.0005,-0.0011,23.35,,,,,,,,,
IMU,6502,,,,,,,,0.0467,-0.0494,9.7521,-0.0003,-0.0016,-0.0003,23.35,,,,,,,,,
IMU,6552,,,,,,,,0.0506,-0.0642,9.7533,-0.0008,-0.0011,-0.0013,23.35,,,,,,,,,
IMU,6602,,,,,,,,0.0618,-0.0500,9.7545,-0.0003,-0.0005,-0.0005,23.35,,,,,,,,,
IMU,6653,,,,,,,,0.0368,-0.0540,9.7432,-0.0011,-0.0005,0.0000,23.35,,,,,,,,,
IMU,6703,,,,,,,,0.0413,-0.0739,9.7679,-0.0003,-0.0008,0.0000,23.35,,,,,,,,,
IMU,6753,,,,,,,,0.0434,-0.0298,9.7564,0.0005,-0.0011,-0.0005,23.35,,,,,,,,,
IMU,6803,,,,,,,,0.0642,-0.0705,9.7620,-0.0005,-0.0011,-0.0011,23.35,,,,,,,,,
IMU,6853,,,,,,,,0.0588,-0.0633,9.7614,0.0005,-0.0011,-0.0003,23.35,,,,,,,,,
IMU,6903,,,,,,,,0.0299,-0.0521,9.7567,0.0000,-0.0003,-0.0008,23.35,,,,,,,,,
IMU,6954,,,,,,,,0.0328,-0.0596,9.7539,0.0008,0.0000,-0.0008,23.35,,,,,,,,,
IMU,7004,,,,,,,,0.0445,-0.0454,9.7545,0.0005,-0.0013,-0.0013,23.35,,,,,,,,,
IMU,7054,,,,,,,,0.0617,-0.0689,9.7522,-0.0011,-0.0011,-0.0011,23.35,,,,,,,,,
IMU,7104,,,,,,,,0.0373,-0.0588,9.7609,-0.0003,-0.0011,0.0000,23.35,,,,,,,,,
IMU,7154,,,,,,,,0.0337,-0.0437,9.7513,-0.0011,-0.0008,-0.0013,23.35,,,,,,,,,
IMU,7205,,,,,,,,0.0356,-0.0701,9.7591,-0.0003,-0.0003,-0.0011,23.35,,,,,,,,,
IMU,7255,,,,,,,,0.0503,-0.0695,9.7458,0.0003,0.0000,-0.0008,23.35,,,,,,,,,
IMU,7305,,,,,,,,0.0516,-0.0585,9.7479,0.0000,-0.0011,-0.0011,23.35,,,,,,,,,
IMU,7355,,,,,,,,0.0557,-0.0457,9.7543,0.0003,0.0003,-0.0003,23.35,,,,,,,,,
IMU,7405,,,,,,,,0.0347,-0.0590,9.7576,-0.0005,-0.0011,-0.0008,23.35,,,,,,,,,
IMU,7455,,,,,,,,0.0302,-0.0753,9.7560,0.0000,-0.0003,-0.0013,23.35,,,,,,,,,
IMU,7506,,,,,,,,0.0436,-0.0555,9.7573,0.0003,-0.0003,0.0003,23.35,,,,,,,,,
IMU,7556,,,,,,,,0.0516,-0.0558,9.7464,-0.0005,-0.0011,-0.0003,23.35,,,,,,,,,
IMU,7606,,,,,,,,0.0572,-0.0590,9.7525,0.0000,-0.0008,-0.0011,23.35,,,,,,,,,
IMU,7656,,,,,,,,0.0415,-0.0710,9.7622,-0.0008,0.0000,-0.0005,23.35,,,,,,,,,
IMU,7706,,,,,,,,0.0376,-0.0623,9.7509,0.0003,-0.0003,-0.0016,23.35,,,,,,,,,
IMU,7757,,,,,,,,0.0531,-0.0519,9.7636,0.0000,0.0000,-0.0008,23.35,,,,,,,,,
IMU,7807,,,,,,,,0.0627,-0.0537,9.7471,-0.0005,-0.0008,-0.0013,23.35,,,,,,,,,
IMU,7857,,,,,,,,0.0555,-0.0609,9.7527,0.0005,0.0000,-0.0005,23.35,,,,,,,,,
IMU,7907,,,,,,,,0.0397,-0.0581,9.7522,-0.0005,-0.0008,-0.0008,23.35,,,,,,,,,
IMU,7957,,,,,,,,0.0370,-0.0557,9.7590,0.0000,-0.0005,-0.0008,23.35,,,,,,,,,
IMU,8007,,,,,,,,0.0466,-0.0524,9.7488,-0.0005,-0.0005,-0.0011,23.35,,,,,,,,,
IMU,8058,,,,,,,,0.0440,-0.0584,9.7590,-0.0003,-0.0011,-0.0013,23.35,,,,,,,,,
IMU,8108,,,,,,,,0.0501,-0.0632,9.7536,0.0000,-0.0011,-0.0003,23.35,,,,,,,,,
IMU,8158,,,,,,,,0.0350,-0.0611,9.7558,-0.0008,0.0000,-0.0019,23.35,,,,,,,,,
IMU,8208,,,,,,,,0.0454,-0.0572,9.7536,-0.0005,-0.0011,-0.0005,23.35,,,,,,,,,
IMU,8258,,,,,,,,0.0533,-0.0621,9.7453,0.0000,-0.0005,-0.0013,23.35,,,,,,,,,
IMU,8309,,,,,,,,0.0564,-0.0660,9.7510,-0.0003,0.0003,-0.0008,23.35,,,,,,,,,
IMU,8359,,,,,,,,0.0385,-0.0584,9.7555,0.0000,-0.0005,-0.0011,23.35,,,,,,,,,
IMU,8409,,,,,,,,0.0415,-0.0545,9.7444,-0.0003,-0.0008,-0.0013,23.35,,,,,,,,,
IMU,8459,,,,,,,,0.0531,-0.0647,9.7609,0.0000,-0.0005,-0.0008,23.35,,,,,,,,,
IMU,8509,,,,,,,,0.0551,-0.0564,9.7628,0.0005,-0.0013,0.0005,23.35,,,,,,,,,
IMU,8560,,,,,,,,0.0418,-0.0522,9.7557,-0.0003,-0.0008,-0.0005,23.35,,,,,,,,,
IMU,8610,,,,,,,,0.0325,-0.0588,9.7599,0.0000,-0.0013,-0.0013,23.35,,,,,,,,,
IMU,8660,,,,,,,,0.0440,-0.0653,9.7570,0.0003,-0.0003,-0.0008,23.35,,,,,,,,,
IMU,8710,,,,,,,,0.0428,-0.0495,9.7570,-0.0005,0.0003,-0.0011,23.35,,,,,,,,,
IMU,8760,,,,,,,,0.0612,-0.0593,9.7560,0.0000,-0.0003,-0.0016,23.35,,,,,,,,,
IMU,8810,,,,,,,,0.0404,-0.0507,9.7558,-0.0003,0.0000,0.0003,23.35,,,,,,,,,
IMU,8861,,,,,,,,0.0373,-0.0579,9.7625,0.0000,-0.0003,-0.0016,23.35,,,,,,,,,
IMU,8911,,,,,,,,0.0373,-0.0512,9.7572,0.0000,-0.0008,-0.0011,23.35,,,,,,,,,
IMU,8961,,,,,,,,0.0551,-0.0461,9.7480,0.0000,-0.0008,0.0000,23.35,,,,,,,,,
IMU,9011,,,,,,,,0.0479,-0.0710,9.7539,-0.0003,-0.0005,-0.0008,23.35,,,,,,,,,
IMU,9061,,,,,,,,0.0410,-0.0560,9.7474,-0.0005,-0.0013,-0.0005,23.35,,,,,,,,,
IMU,9111,,,,,,,,0.0452,-0.0605,9.7552,-0.0003,-0.0008,-0.0005,23.35,,,,,,,,,
IMU,9162,,,,,,,,0.0466,-0.0576,9.7528,-0.0003,-0.0005,-0.0008,23.35,,,,,,,,,
IMU,9212,,,,,,,,0.0449,-0.0596,9.7482,0.0003,-0.0013,-0.0008,23.35,,,,,,,,,
IMU,9262,,,,,,,,0.0442,-0.0681,9.7501,-0.0003,-0.0005,-0.0013,23.35,,,,,,,,,
IMU,9312,,,,,,,,0.0472,-0.0632,9.7579,-0.0003,-0.0011,-0.0011,23.35,,,,,,,,,
IMU,9362,,,,,,,,0.0376,-0.0558,9.7573,0.0005,-0.0008,-0.0008,23.35,,,,,,,,,
IMU,9413,,,,,,,,0.0525,-0.0473,9.7515,0.0000,-0.0005,-0.0011,23.35,,,,,,,,,
IMU,9463,,,,,,,,0.0419,-0.0689,9.7557,0.0003,-0.0008,-0.0003,23.35,,,,,,,,,
IMU,9513,,,,,,,,0.0486,-0.0624,9.7584,0.0000,0.0003,-0.0008,23.35,,,,,,,,,
IMU,9563,,,,,,,,0.0594,-0.0584,9.7455,-0.0003,-0.0003,-0.0016,23.35,,,,,,,,,
IMU,9613,,,,,,,,0.0478,-0.0626,9.7582,-0.0013,0.0003,-0.0011,23.35,,,,,,,,,
IMU,9663,,,,,,,,0.0367,-0.0563,9.7498,-0.0008,-0.0003,-0.0005,23.35,,,,,,,,,
IMU,9714,,,,,,,,0.0466,-0.0671,9.7609,0.0000,-0.0008,-0.0005,23.35,,,,,,,,,
IMU,9764,,,,,,,,0.0537,-0.0639,9.7491,-0.0005,-0.0003,-0.0005,23.35,,,,,,,,,
IMU,9814,,,,,,,,0.0582,-0.0501,9.7605,0.0003,0.0000,-0.0005,23.35,,,,,,,,,
IMU,9864,,,,,,,,0.0403,-0.0588,9.7570,-0.0005,-0.0005,-0.0005,23.35,,,,,,,,,
IMU,9914,,,,,,,,0.0346,-0.0603,9.7557,0.0000,-0.0008,-0.0013,23.35,,,,,,,,,
IMU,9965,,,,,,,,0.0383,-0.0572,9.7450,-0.0005,-0.0008,-0.0011,23.35,,,,,,,,,
IMU,10015,,,,,,,,0.0501,-0.0528,9.7563,0.0011,-0.0000,-0.0003,23.35,,,,,,,,,
IMU,10065,,,,,,,,0.0472,-0.0491,9.7546,-0.0008,-0.0005,-0.0011,23.37,,,,,,,,,
IMU,10115,,,,,,,,0.0424,-0.0713,9.7422,0.0003,-0.0008,-0.0013,23.37,,,,,,,,,
IMU,10165,,,,,,,,0.0341,-0.0677,9.7549,0.0000,-0.0008,-0.0008,23.37,,,,,,,,,
IMU,10215,,,,,,,,0.0479,-0.0507,9.7501,-0.0003,-0.0003,0.0000,23.37,,,,,,,,,
IMU,10266,,,,,,,,0.0504,-0.0551,9.7474,-0.0011,-0.0011,-0.0008,23.37,,,,,,,,,
IMU,10316,,,,,,,,0.0475,-0.0488,9.7516,0.0003,-0.0005,-0.0008,23.37,,,,,,,,,
IMU,10366,,,,,,,,0.0488,-0.0668,9.7573,0.0000,-0.0005,-0.0005,23.37,,,,,,,,,
IMU,10416,,,,,,,,0.0455,-0.0624,9.7512,-0.0005,-0.0016,-0.0011,23.37,,,,,,,,,
IMU,10466,,,,,,,,0.0394,-0.0491,9.7488,0.0000,-0.0005,-0.0011,23.37,,,,,,,,,
IMU,10517,,,,,,,,0.0475,-0.0620,9.7546,-0.0005,-0.0013,-0.0005,23.37,,,,,,,,,
IMU,10567,,,,,,,,0.0473,-0.0549,9.7509,0.0000,-0.0003,-0.0008,23.37,,,,,,,,,
IMU,10617,,,,,,,,0.0488,-0.0437,9.7542,-0.0008,0.0000,-0.0005,23.37,,,,,,,,,
IMU,10667,,,,,,,,0.0543,-0.0584,9.7560,0.0003,-0.0005,-0.0011,23.37,,,,,,,,,
IMU,10717,,,,,,,,0.0391,-0.0659,9.7573,0.0000,-0.0005,-0.0005,23.37,,,,,,,,,
IMU,10767,,,,,,,,0.0458,-0.0504,9.7566,-0.0003,-0.0003,-0.0005,23.37,,,,,,,,,
IMU,10818,,,,,,,,0.0573,-0.0614,9.7608,0.0000,-0.0013,-0.0013,23.37,,,,,,,,,
IMU,10868,,,,,,,,0.0498,-0.0594,9.7578,-0.0003,0.0000,-0.0016,23.37,,,,,,,,,
IMU,10918,,,,,,,,0.0540,-0.0587,9.7554,0.0003,-0.0005,-0.0019,23.37,,,,,,,,,
IMU,10968,,,,,,,,0.0454,-0.0521,9.7509,0.0005,-0.0008,-0.0008,23.37,,,,,,,,,
IMU,11018,,,,,,,,0.0398,-0.0584,9.7474,-0.0003,-0.0003,-0.0005,23.37,,,,,,,,,
IMU,11069,,,,,,,,0.0457,-0.0588,9.7639,0.0008,-0.0016,-0.0011,23.37,,,,,,,,,
IMU,11119,,,,,,,,0.0424,-0.0599,9.7615,-0.0003,-0.0013,-0.0008,23.37,,,,,,,,,
IMU,11169,,,,,,,,0.0389,-0.0492,9.7540,0.0000,-0.0003,0.0000,23.37,,,,,,,,,
IMU,11219,,,,,,,,0.0475,-0.0504,9.7570,-0.0008,0.0000,-0.0005,23.37,,,,,,,,,
IMU,11269,,,,,,,,0.0430,-0.0560,9.7513,-0.0005,-0.0003,-0.0003,23.37,,,,,,,,,
IMU,11320,,,,,,,,0.0344,-0.0593,9.7530,0.0000,-0.0008,-0.0008,23.37,,,,,,,,,
IMU,11370,,,,,,,,0.0576,-0.0536,9.7567,0.0003,-0.0005,-0.0003,23.37,,,,,,,,,
IMU,11420,,,,,,,,0.0483,-0.0481,9.7431,-0.0005,0.0000,-0.0016,23.37,,,,,,,,,
IMU,11470,,,,,,,,0.0457,-0.0707,9.7521,-0.0005,-0.0011,-0.0005,23.37,,,,,,,,,
IMU,11520,,,,,,,,0.0436,-0.0578,9.7462,-0.0003,-0.0000,-0.0016,23.37,,,,,,,,,
IMU,11570,,,,,,,,0.0497,-0.0701,9.7525,-0.0005,-0.0008,-0.0008,23.37,,,,,,,,,
IMU,11621,,,,,,,,0.0492,-0.0513,9.7600,0.0000,-0.0003,-0.0005,23.37,,,,,,,,,
IMU,11671,,,,,,,,0.0433,-0.0551,9.7640,-0.0003,-0.0011,-0.0011,23.37,,,,,,,,,
IMU,11721,,,,,,,,0.0389,-0.0666,9.7525,-0.0008,-0.0013,-0.0003,23.37,,,,,,,,,
IMU,11771,,,,,,,,0.0463,-0.0546,9.7468,-0.0005,0.0000,-0.0005,23.37,,,,,,,,,
IMU,11821,,,,,,,,0.0403,-0.0653,9.7567,0.0003,-0.0011,-0.0013,23.37,,,,,,,,,
IMU,11872,,,,,,,,0.0464,-0.0590,9.7642,0.0003,-0.0008,-0.0008,23.37,,,,,,,,,
IMU,11922,,,,,,,,0.0445,-0.0570,9.7519,-0.0003,-0.0011,-0.0008,23.37,,,,,,,,,
IMU,11972,,,,,,,,0.0488,-0.0545,9.7573,0.0005,-0.0008,-0.0003,23.37,,,,,,,,,
IMU,12022,,,,,,,,0.0431,-0.0564,9.7558,-0.0008,-0.0003,-0.0013,23.37,,,,,,,,,
IMU,12072,,,,,,,,0.0427,-0.0534,9.7569,-0.0003,-0.0008,-0.0008,23.40,,,,,,,,,
IMU,12122,,,,,,,,0.0521,-0.0597,9.7585,0.0000,0.0000,-0.0008,23.40,,,,,,,,,
IMU,12173,,,,,,,,0.0400,-0.0611,9.7513,0.0000,-0.0003,-0.0013,23.40,,,,,,,,,
IMU,12223,,,,,,,,0.0400,-0.0588,9.7504,-0.0005,-0.0011,-0.0008,23.40,,,,,,,,,
IMU,12273,,,,,,,,0.0455,-0.0515,9.7491,-0.0008,-0.0005,-0.0008,23.40,,,,,,,,,
IMU,12323,,,,,,,,0.0500,-0.0588,9.7555,0.0003,-0.0011,-0.0008,23.40,,,,,,,,,
IMU,12373,,,,,,,,0.0530,-0.0545,9.7572,0.0003,-0.0005,-0.0008,23.40,,,,,,,,,
IMU,12424,,,,,,,,0.0458,-0.0500,9.7465,0.0000,-0.0011,-0.0008,23.40,,,,,,,,,
IMU,12474,,,,,,,,0.0437,-0.0572,9.7585,-0.0011,-0.0013,-0.0003,23.40,,,,,,,,,
IMU,12524,,,,,,,,0.0398,-0.0587,9.7542,-0.0003,-0.0008,-0.0005,23.40,,,,,,,,,
IMU,12574,,,,,,,,0.0495,-0.0554,9.7606,-0.0005,-0.0011,-0.0005,23.40,,,,,,,,,
IMU,12624,,,,,,,,0.0551,-0.0561,9.7549,0.0003,-0.0005,-0.0005,23.40,,,,,,,,,
IMU,12674,,,,,,,,0.0439,-0.0552,9.7536,-0.0008,0.0005,-0.0008,23.40,,,,,,,,,
IMU,12725,,,,,,,,0.0430,-0.0591,9.7549,0.0005,-0.0003,-0.0008,23.40,,,,,,,,,
IMU,12775,,,,,,,,0.0443,-0.0548,9.7534,-0.0003,-0.0008,-0.0013,23.40,,,,,,,,,
IMU,12825,,,,,,,,0.0507,-0.0624,9.7685,-0.0003,-0.0003,-0.0008,23.40,,,,,,,,,
IMU,12875,,,,,,,,0.0527,-0.0578,9.7506,0.0003,-0.0005,-0.0013,23.40,,,,,,,,,
IMU,12925,,,,,,,,0.0449,-0.0578,9.7566,0.0000,-0.0005,0.0000,23.40,,,,,,,,,
IMU,12976,,,,,,,,0.0416,-0.0579,9.7558,-0.0003,-0.0003,-0.0003,23.40,,,,,,,,,
IMU,13026,,,,,,,,0.0449,-0.0620,9.7522,-0.0003,-0.0003,-0.0005,23.40,,,,,,,,,
IMU,13076,,,,,,,,0.0506,-0.0681,9.7504,0.0003,-0.0016,-0.0016,23.40,,,,,,,,,
IMU,13126,,,,,,,,0.0557,-0.0591,9.7596,-0.0003,0.0000,-0.0008,23.40,,,,,,,,,
IMU,13176,,,,,,,,0.0466,-0.0549,9.7464,0.0000,-0.0005,-0.0011,23.40,,,,,,,,,
IMU,13226,,,,,,,,0.0305,-0.0623,9.7590,0.0008,-0.0005,-0.0003,23.40,,,,,,,,,
IMU,13277,,,,,,,,0.0464,-0.0527,9.7536,-0.0003,-0.0013,-0.0005,23.40,,,,,,,,,
IMU,13327,,,,,,,,0.0451,-0.0614,9.7488,-0.0003,-0.0003,-0.0011,23.40,,,,,,,,,
IMU,13377,,,,,,,,0.0555,-0.0578,9.7479,-0.0003,-0.0005,0.0000,23.40,,,,,,,,,
IMU,13427,,,,,,,,0.0486,-0.0605,9.7516,-0.0003,-0.0008,0.0000,23.40,,,,,,,,,
IMU,13477,,,,,,,,0.0457,-0.0683,9.7533,0.0008,-0.0003,-0.0011,23.40,,,,,,,,,
IMU,13528,,,,,,,,0.0409,-0.0555,9.7437,0.0003,-0.0003,-0.0011,23.40,,,,,,,,,
IMU,13578,,,,,,,,0.0509,-0.0615,9.7669,0.0005,-0.0005,-0.0003,23.40,,,,,,,,,
IMU,13628,,,,,,,,0.0488,-0.0509,9.7561,0.0003,-0.0008,-0.0008,23.40,,,,,,,,,
IMU,13678,,,,,,,,0.0467,-0.0596,9.7419,-0.0005,-0.0005,-0.0011,23.40,,,,,,,,,
IMU,13728,,,,,,,,0.0371,-0.0657,9.7640,-0.0003,-0.0008,-0.0008,23.40,,,,,,,,,
IMU,13778,,,,,,,,0.0379,-0.0570,9.7534,-0.0005,-0.0008,-0.0008,23.40,,,,,,,,,
IMU,13829,,,,,,,,0.0473,-0.0656,9.7534,0.0003,-0.0003,-0.0008,23.40,,,,,,,,,
IMU,13879,,,,,,,,0.0507,-0.0584,9.7596,0.0003,-0.0013,-0.0005,23.40,,,,,,,,,
IMU,13929,,,,,,,,0.0534,-0.0687,9.7509,0.0000,-0.0005,-0.0008,23.40,,,,,,,,,
IMU,13979,,,,,,,,0.0489,-0.0624,9.7588,0.0000,-0.0005,-0.0005,23.40,,,,,,,,,
IMU,14029,,,,,,,,0.0451,-0.0551,9.7572,0.0011,-0.0005,-0.0011,23.40,,,,,,,,,
IMU,14080,,,,,,,,0.0440,-0.0537,9.7512,-0.0003,-0.0003,-0.0008,23.41,,,,,,,,,
IMU,14130,,,,,,,,0.0485,-0.0590,9.7602,-0.0005,-0.0008,-0.0008,23.41,,,,,,,,,
IMU,14180,,,,,,,,0.0521,-0.0716,9.7561,-0.0003,-0.0011,-0.0011,23.41,,,,,,,,,
IMU,14230,,,,,,,,0.0506,-0.0549,9.7438,-0.0003,-0.0005,-0.0008,23.41,,,,,,,,,
IMU,14280,,,,,,,,0.0413,-0.0483,9.7458,0.0003,-0.0008,-0.0005,23.41,,,,,,,,,
IMU,14330,,,,,,,,0.0292,-0.0530,9.7678,-0.0011,-0.0003,0.0000,23.41,,,,,,,,,
IMU,14381,,,,,,,,0.0486,-0.0633,9.7513,0.0000,-0.0005,-0.0003,23.41,,,,,,,,,
IMU,14431,,,,,,,,0.0582,-0.0578,9.7431,0.0003,-0.0013,-0.0013,23.41,,,,,,,,,
IMU,14481,,,,,,,,0.0439,-0.0552,9.7631,0.0003,0.0000,0.0000,23.41,,,,,,,,,
IMU,14531,,,,,,,,0.0302,-0.0457,9.7503,-0.0008,-0.0005,-0.0003,23.41,,,,,,,,,
IMU,14581,,,,,,,,0.0362,-0.0672,9.7602,-0.0008,-0.0008,-0.0013,23.41,,,,,,,,,
IMU,14632,,,,,,,,0.0452,-0.0600,9.7560,-0.0003,-0.0003,-0.0008,23.41,,,,,,,,,
IMU,14682,,,,,,,,0.0531,-0.0563,9.7510,0.0000,-0.0003,-0.0011,23.41,,,,,,,,,
IMU,14732,,,,,,,,0.0449,-0.0531,9.7522,0.0000,-0.0011,-0.0016,23.41,,,,,,,,,
IMU,14782,,,,,,,,0.0301,-0.0442,9.7477,-0.0005,-0.0005,-0.0003,23.41,,,,,,,,,
IMU,14832,,,,,,,,0.0463,-0.0695,9.7540,0.0000,-0.0011,-0.0013,23.41,,,,,,,,,
IMU,14882,,,,,,,,0.0665,-0.0510,9.7603,0.0000,-0.0008,-0.0008,23.41,,,,,,,,,
IMU,14933,,,,,,,,0.0482,-0.0626,9.7513,-0.0003,-0.0005,-0.0013,23.41,,,,,,,,,
IMU,14983,,,,,,,,0.0398,-0.0674,9.7527,0.0005,-0.0008,-0.0003,23.41,,,,,,,,,
IMU,15033,,,,,,,,0.0421,-0.0280,9.7512,0.0000,-0.0003,0.0005,23.41,,,,,,,,,
IMU,15083,,,,,,,,0.0430,-0.0572,9.7503,-0.0003,-0.0005,-0.0011,23.41,,,,,,,,,
IMU,15133,,,,,,,,0.0533,-0.0545,9.7561,-0.0005,-0.0011,-0.0011,23.41,,,,,,,,,
IMU,15184,,,,,,,,0.0481,-0.0666,9.7620,0.0000,-0.0005,-0.0011,23.41,,,,,,,,,
IMU,15234,,,,,,,,0.0495,-0.0488,9.7464,0.0011,-0.0008,0.0003,23.41,,,,,,,,,
IMU,15284,,,,,,,,0.0430,-0.0410,9.7507,-0.0003,-0.0005,0.0003,23.41,,,,,,,,,
IMU,15334,,,,,,,,0.0481,-0.0763,9.7588,-0.0008,-0.0013,-0.0005,23.41,,,,,,,,,
IMU,15384,,,,,,,,0.0454,-0.0660,9.7509,0.0000,-0.0003,-0.0003,23.41,,,,,,,,,
IMU,15434,,,,,,,,0.0473,-0.0766,9.7512,-0.0003,-0.0008,-0.0003,23.41,,,,,,,,,
IMU,15485,,,,,,,,0.0575,-0.0322,9.7527,-0.0008,-0.0005,-0.0003,23.41,,,,,,,,,
IMU,15535,,,,,,,,0.0385,-0.0527,9.7551,-0.0013,-0.0005,-0.0005,23.41,,,,,,,,,
IMU,15585,,,,,,,,0.0299,-0.0784,9.7551,0.0000,-0.0005,-0.0003,23.41,,,,,,,,,
IMU,15635,,,,,,,,0.0439,-0.0491,9.7569,-0.0003,-0.0008,-0.0003,23.41,,,,,,,,,
IMU,15685,,,,,,,,0.0666,-0.0629,9.7536,-0.0005,-0.0005,-0.0016,23.41,,,,,,,,,
IMU,15736,,,,,,,,0.0579,-0.0485,9.7575,0.0003,-0.0005,-0.0005,23.41,,,,,,,,,
IMU,15786,,,,,,,,0.0319,-0.0660,9.7492,-0.0013,-0.0005,-0.0003,23.41,,,,,,,,,
IMU,15836,,,,,,,,0.0341,-0.0699,9.7603,-0.0005,-0.0005,-0.0005,23.41,,,,,,,,,
IMU,15886,,,,,,,,0.0575,-0.0479,9.7480,0.0000,-0.0005,-0.0011,23.41,,,,,,,,,
IMU,15936,,,,,,,,0.0641,-0.0692,9.7587,0.0005,-0.0005,-0.0005,23.41,,,,,,,,,
IMU,15986,,,,,,,,0.0476,-0.0356,9.7593,0.0000,-0.0003,-0.0003,23.41,,,,,,,,,
IMU,16037,,,,,,,,0.0274,-0.0552,9.7612,-0.0005,-0.0003,-0.0005,23.41,,,,,,,,,
IMU,16087,,,,,,,,0.0338,-0.0606,9.7603,0.0000,-0.0003,-0.0005,23.44,,,,,,,,,
IMU,16137,,,,,,,,0.0530,-0.0617,9.7515,-0.0005,-0.0008,-0.0013,23.44,,,,,,,,,
IMU,16187,,,,,,,,0.0603,-0.0615,9.7480,-0.0003,-0.0003,-0.0008,23.44,,,,,,,,,
IMU,16237,,,,,,,,0.0382,-0.0419,9.7579,-0.0003,-0.0005,-0.0003,23.44,,,,,,,,,
IMU,16288,,,,,,,,0.0371,-0.0512,9.7525,0.0003,-0.0005,-0.0011,23.44,,,,,,,,,
IMU,16338,,,,,,,,0.0415,-0.0641,9.7624,0.0003,-0.0005,-0.0008,23.44,,,,,,,,,
IMU,16388,,,,,,,,0.0540,-0.0624,9.7618,0.0003,-0.0005,-0.0008,23.44,,,,,,,,,
IMU,16438,,,,,,,,0.0536,-0.0515,9.7494,0.0000,-0.0011,-0.0005,23.44,,,,,,,,,
IMU,16488,,,,,,,,0.0359,-0.0537,9.7528,0.0003,-0.0008,0.0003,23.44,,,,,,,,,
